,Name,User ID,PriceFinal,DLCCount,behavior,hours,IsFree,Metacritic
25461,Far Cry 3,71411882,19.99,0,play,37.0,False,88
25400,Far Cry 3,9128105,19.99,0,play,1.9,False,88
25463,Far Cry 3,11813637,19.99,0,play,25.0,False,88
25465,Far Cry 3,80189887,19.99,0,play,3.8,False,88
25467,Far Cry 3,43955374,19.99,0,play,51.0,False,88
25469,Far Cry 3,49462664,19.99,0,play,8.0,False,88
25472,Far Cry 3,975449,19.99,0,play,0.8,False,88
25474,Far Cry 3,96588736,19.99,0,play,51.0,False,88
25476,Far Cry 3,84513749,19.99,0,play,0.9,False,88
25441,Far Cry 3,38049880,19.99,0,play,4.2,False,88
25439,Far Cry 3,63615483,19.99,0,play,35.0,False,88
25437,Far Cry 3,11978743,19.99,0,play,2.0,False,88
25435,Far Cry 3,161211955,19.99,0,play,1.9,False,88
25402,Far Cry 3,118693973,19.99,0,play,0.7,False,88
25404,Far Cry 3,126269125,19.99,0,play,19.8,False,88
25407,Far Cry 3,87341384,19.99,0,play,25.0,False,88
25409,Far Cry 3,81556495,19.99,0,play,10.4,False,88
25411,Far Cry 3,84432612,19.99,0,play,38.0,False,88
25413,Far Cry 3,71390526,19.99,0,play,32.0,False,88
25416,Far Cry 3,110906645,19.99,0,play,34.0,False,88
25418,Far Cry 3,30440303,19.99,0,play,36.0,False,88
25420,Far Cry 3,298950,19.99,0,play,99.0,False,88
25422,Far Cry 3,122026623,19.99,0,play,22.0,False,88
25424,Far Cry 3,90672622,19.99,0,play,56.0,False,88
25426,Far Cry 3,99723205,19.99,0,play,8.5,False,88
25428,Far Cry 3,105384518,19.99,0,play,3.2,False,88
25431,Far Cry 3,73518199,19.99,0,play,37.0,False,88
25433,Far Cry 3,116411567,19.99,0,play,3.3,False,88
906,Left 4 Dead 2,118695833,19.99,0,play,20.0,False,89
908,Left 4 Dead 2,131386705,19.99,0,play,10.4,False,89
910,Left 4 Dead 2,4824107,19.99,0,play,273.0,False,89
1020,Left 4 Dead 2,154014392,19.99,0,play,1.4,False,89
1034,Left 4 Dead 2,8585433,19.99,0,play,13.7,False,89
1032,Left 4 Dead 2,91859894,19.99,0,play,22.0,False,89
1030,Left 4 Dead 2,7015471,19.99,0,play,0.5,False,89
1028,Left 4 Dead 2,119619506,19.99,0,play,46.0,False,89
1026,Left 4 Dead 2,107124480,19.99,0,play,0.2,False,89
1024,Left 4 Dead 2,125017535,19.99,0,play,1.3,False,89
1022,Left 4 Dead 2,58435428,19.99,0,play,3.1,False,89
1017,Left 4 Dead 2,201757829,19.99,0,play,6.8,False,89
996,Left 4 Dead 2,133268706,19.99,0,play,0.8,False,89
1014,Left 4 Dead 2,62811725,19.99,0,play,19.4,False,89
1012,Left 4 Dead 2,123338258,19.99,0,play,5.1,False,89
1010,Left 4 Dead 2,127992087,19.99,0,play,3.7,False,89
1007,Left 4 Dead 2,157530604,19.99,0,play,2.2,False,89
1005,Left 4 Dead 2,104870123,19.99,0,play,14.2,False,89
1002,Left 4 Dead 2,66650717,19.99,0,play,62.0,False,89
1000,Left 4 Dead 2,76296787,19.99,0,play,57.0,False,89
1036,Left 4 Dead 2,59099129,19.99,0,play,18.0,False,89
1038,Left 4 Dead 2,42771635,19.99,0,play,0.7,False,89
1040,Left 4 Dead 2,48449055,19.99,0,play,11.5,False,89
1042,Left 4 Dead 2,253961136,19.99,0,play,3.5,False,89
1073,Left 4 Dead 2,103371488,19.99,0,play,3.1,False,89
1071,Left 4 Dead 2,88173801,19.99,0,play,0.1,False,89
1069,Left 4 Dead 2,11161178,19.99,0,play,4.9,False,89
1067,Left 4 Dead 2,44472980,19.99,0,play,5.5,False,89
1064,Left 4 Dead 2,88035166,19.99,0,play,1.7,False,89
1062,Left 4 Dead 2,96607408,19.99,0,play,1.3,False,89
1060,Left 4 Dead 2,99264709,19.99,0,play,45.0,False,89
1058,Left 4 Dead 2,133997970,19.99,0,play,23.0,False,89
1056,Left 4 Dead 2,76787637,19.99,0,play,8.9,False,89
1054,Left 4 Dead 2,170485590,19.99,0,play,55.0,False,89
1052,Left 4 Dead 2,47384202,19.99,0,play,5.5,False,89
1050,Left 4 Dead 2,34919318,19.99,0,play,186.0,False,89
1048,Left 4 Dead 2,20366600,19.99,0,play,6.6,False,89
1046,Left 4 Dead 2,50600002,19.99,0,play,81.0,False,89
1044,Left 4 Dead 2,17017968,19.99,0,play,59.0,False,89
998,Left 4 Dead 2,53091150,19.99,0,play,70.0,False,89
994,Left 4 Dead 2,17995238,19.99,0,play,253.0,False,89
912,Left 4 Dead 2,24721232,19.99,0,play,4.4,False,89
931,Left 4 Dead 2,127220350,19.99,0,play,6.8,False,89
945,Left 4 Dead 2,49462664,19.99,0,play,60.0,False,89
943,Left 4 Dead 2,110658990,19.99,0,play,2.3,False,89
941,Left 4 Dead 2,43955374,19.99,0,play,70.0,False,89
939,Left 4 Dead 2,37723786,19.99,0,play,128.0,False,89
937,Left 4 Dead 2,158608850,19.99,0,play,94.0,False,89
935,Left 4 Dead 2,174287424,19.99,0,play,4.8,False,89
933,Left 4 Dead 2,68809194,19.99,0,play,6.7,False,89
929,Left 4 Dead 2,151015947,19.99,0,play,8.8,False,89
991,Left 4 Dead 2,159850817,19.99,0,play,1.6,False,89
927,Left 4 Dead 2,29983962,19.99,0,play,162.0,False,89
925,Left 4 Dead 2,45411694,19.99,0,play,19.1,False,89
923,Left 4 Dead 2,138941587,19.99,0,play,1.3,False,89
921,Left 4 Dead 2,132008856,19.99,0,play,2.5,False,89
919,Left 4 Dead 2,122444332,19.99,0,play,4.7,False,89
917,Left 4 Dead 2,44426653,19.99,0,play,7.2,False,89
915,Left 4 Dead 2,122551425,19.99,0,play,4.4,False,89
947,Left 4 Dead 2,268487512,19.99,0,play,0.9,False,89
949,Left 4 Dead 2,55975168,19.99,0,play,0.9,False,89
952,Left 4 Dead 2,156941467,19.99,0,play,13.1,False,89
954,Left 4 Dead 2,161384593,19.99,0,play,19.1,False,89
988,Left 4 Dead 2,91293844,19.99,0,play,0.5,False,89
986,Left 4 Dead 2,65244880,19.99,0,play,0.3,False,89
983,Left 4 Dead 2,86469479,19.99,0,play,55.0,False,89
981,Left 4 Dead 2,124437057,19.99,0,play,2.2,False,89
979,Left 4 Dead 2,96588736,19.99,0,play,13.0,False,89
977,Left 4 Dead 2,58953935,19.99,0,play,102.0,False,89
975,Left 4 Dead 2,93189271,19.99,0,play,4.3,False,89
973,Left 4 Dead 2,33580866,19.99,0,play,168.0,False,89
971,Left 4 Dead 2,65155942,19.99,0,play,0.3,False,89
969,Left 4 Dead 2,33865373,19.99,0,play,10.6,False,89
966,Left 4 Dead 2,975449,19.99,0,play,212.0,False,89
964,Left 4 Dead 2,186483761,19.99,0,play,10.6,False,89
962,Left 4 Dead 2,124641717,19.99,0,play,24.0,False,89
960,Left 4 Dead 2,64368515,19.99,0,play,11.6,False,89
956,Left 4 Dead 2,125589748,19.99,0,play,0.9,False,89
25479,Far Cry 3,34919318,19.99,0,play,0.8,False,88
25485,Far Cry 3,107743243,19.99,0,play,17.8,False,88
796,Left 4 Dead 2,159524722,19.99,0,play,2.1,False,89
898,Left 4 Dead 2,209658229,19.99,0,play,240.0,False,89
25697,Far Cry 3,264626784,19.99,0,play,11.9,False,88
25699,Far Cry 3,156407373,19.99,0,play,7.9,False,88
25701,Far Cry 3,42657809,19.99,0,play,32.0,False,88
25704,Far Cry 3,161896440,19.99,0,play,30.0,False,88
25706,Far Cry 3,99096740,19.99,0,play,80.0,False,88
902,Left 4 Dead 2,142799594,19.99,0,play,39.0,False,89
900,Left 4 Dead 2,80189887,19.99,0,play,63.0,False,89
896,Left 4 Dead 2,64973908,19.99,0,play,18.3,False,89
25691,Far Cry 3,36404933,19.99,0,play,13.0,False,88
894,Left 4 Dead 2,110875215,19.99,0,play,12.8,False,89
892,Left 4 Dead 2,11813637,19.99,0,play,2.7,False,89
889,Left 4 Dead 2,71411882,19.99,0,play,41.0,False,89
887,Left 4 Dead 2,55906572,19.99,0,play,24.0,False,89
885,Left 4 Dead 2,159474046,19.99,0,play,3.7,False,89
883,Left 4 Dead 2,63753977,19.99,0,play,6.1,False,89
881,Left 4 Dead 2,77507107,19.99,0,play,22.0,False,89
25695,Far Cry 3,92276000,19.99,0,play,24.0,False,88
25689,Far Cry 3,91807066,19.99,0,play,9.1,False,88
25487,Far Cry 3,113752996,19.99,0,play,16.3,False,88
25667,Far Cry 3,94299484,19.99,0,play,8.4,False,88
25652,Far Cry 3,81591317,19.99,0,play,11.8,False,88
25654,Far Cry 3,148362155,19.99,0,play,3.5,False,88
25656,Far Cry 3,11024186,19.99,0,play,37.0,False,88
25658,Far Cry 3,281535206,19.99,0,play,23.0,False,88
25660,Far Cry 3,173649791,19.99,0,play,2.2,False,88
25662,Far Cry 3,100096071,19.99,0,play,33.0,False,88
25665,Far Cry 3,77214425,19.99,0,play,131.0,False,88
25669,Far Cry 3,58345543,19.99,0,play,16.7,False,88
25686,Far Cry 3,150033540,19.99,0,play,25.0,False,88
25671,Far Cry 3,174838943,19.99,0,play,1.6,False,88
25674,Far Cry 3,66596291,19.99,0,play,22.0,False,88
25676,Far Cry 3,48525807,19.99,0,play,11.6,False,88
25678,Far Cry 3,162288536,19.99,0,play,6.3,False,88
25680,Far Cry 3,86540,19.99,0,play,17.8,False,88
25682,Far Cry 3,123696203,19.99,0,play,0.1,False,88
25684,Far Cry 3,53901705,19.99,0,play,54.0,False,88
877,Left 4 Dead 2,151938509,19.99,0,play,4.5,False,89
875,Left 4 Dead 2,46055854,19.99,0,play,1.1,False,89
873,Left 4 Dead 2,70408902,19.99,0,play,0.4,False,89
816,Left 4 Dead 2,106901665,19.99,0,play,2.8,False,89
830,Left 4 Dead 2,145243748,19.99,0,play,10.3,False,89
828,Left 4 Dead 2,159936874,19.99,0,play,56.0,False,89
826,Left 4 Dead 2,52435421,19.99,0,play,3.3,False,89
824,Left 4 Dead 2,148674157,19.99,0,play,23.0,False,89
822,Left 4 Dead 2,167785065,19.99,0,play,77.0,False,89
820,Left 4 Dead 2,7163917,19.99,0,play,33.0,False,89
818,Left 4 Dead 2,33706322,19.99,0,play,2.0,False,89
814,Left 4 Dead 2,61289147,19.99,0,play,8.5,False,89
870,Left 4 Dead 2,105586920,19.99,0,play,6.4,False,89
812,Left 4 Dead 2,122798021,19.99,0,play,2.5,False,89
810,Left 4 Dead 2,174033209,19.99,0,play,12.0,False,89
807,Left 4 Dead 2,152497084,19.99,0,play,8.9,False,89
805,Left 4 Dead 2,48984158,19.99,0,play,1.3,False,89
803,Left 4 Dead 2,33013552,19.99,0,play,13.4,False,89
800,Left 4 Dead 2,18036199,19.99,0,play,29.0,False,89
798,Left 4 Dead 2,239413586,19.99,0,play,5.3,False,89
832,Left 4 Dead 2,59157389,19.99,0,play,0.2,False,89
834,Left 4 Dead 2,136891549,19.99,0,play,12.4,False,89
836,Left 4 Dead 2,21061921,19.99,0,play,16.6,False,89
838,Left 4 Dead 2,160029841,19.99,0,play,3.5,False,89
868,Left 4 Dead 2,80128229,19.99,0,play,7.1,False,89
866,Left 4 Dead 2,144580725,19.99,0,play,58.0,False,89
864,Left 4 Dead 2,65398650,19.99,0,play,106.0,False,89
862,Left 4 Dead 2,108007732,19.99,0,play,12.1,False,89
860,Left 4 Dead 2,121531316,19.99,0,play,0.2,False,89
858,Left 4 Dead 2,180406842,19.99,0,play,16.0,False,89
856,Left 4 Dead 2,25337857,19.99,0,play,124.0,False,89
854,Left 4 Dead 2,109207860,19.99,0,play,5.7,False,89
852,Left 4 Dead 2,55426012,19.99,0,play,87.0,False,89
850,Left 4 Dead 2,39037163,19.99,0,play,37.0,False,89
848,Left 4 Dead 2,3449240,19.99,0,play,43.0,False,89
846,Left 4 Dead 2,54507379,19.99,0,play,1.4,False,89
844,Left 4 Dead 2,119310413,19.99,0,play,2.7,False,89
842,Left 4 Dead 2,58057627,19.99,0,play,16.8,False,89
840,Left 4 Dead 2,86055705,19.99,0,play,12.7,False,89
25650,Far Cry 3,114030647,19.99,0,play,0.7,False,88
25648,Far Cry 3,26762388,19.99,0,play,234.0,False,88
25646,Far Cry 3,58905429,19.99,0,play,11.2,False,88
25544,Far Cry 3,55761025,19.99,0,play,2.6,False,88
25530,Far Cry 3,107452765,19.99,0,play,64.0,False,88
25532,Far Cry 3,127335438,19.99,0,play,31.0,False,88
25534,Far Cry 3,185258131,19.99,0,play,39.0,False,88
25536,Far Cry 3,111212436,19.99,0,play,3.8,False,88
25538,Far Cry 3,96400571,19.99,0,play,154.0,False,88
25540,Far Cry 3,133422169,19.99,0,play,35.0,False,88
25542,Far Cry 3,45617627,19.99,0,play,57.0,False,88
25546,Far Cry 3,166863117,19.99,0,play,31.0,False,88
25566,Far Cry 3,62990992,19.99,0,play,0.5,False,88
25548,Far Cry 3,71510748,19.99,0,play,8.7,False,88
25550,Far Cry 3,81160212,19.99,0,play,37.0,False,88
25553,Far Cry 3,131610144,19.99,0,play,21.0,False,88
25555,Far Cry 3,156565178,19.99,0,play,2.2,False,88
25558,Far Cry 3,203092936,19.99,0,play,25.0,False,88
25560,Far Cry 3,97818502,19.99,0,play,2.3,False,88
25562,Far Cry 3,188949150,19.99,0,play,0.1,False,88
25528,Far Cry 3,156071982,19.99,0,play,24.0,False,88
25526,Far Cry 3,130312302,19.99,0,play,27.0,False,88
25524,Far Cry 3,206908028,19.99,0,play,9.2,False,88
25522,Far Cry 3,11731710,19.99,0,play,41.0,False,88
25489,Far Cry 3,156675178,19.99,0,play,34.0,False,88
25491,Far Cry 3,1936551,19.99,0,play,5.1,False,88
25493,Far Cry 3,11794760,19.99,0,play,3.4,False,88
25495,Far Cry 3,93275329,19.99,0,play,93.0,False,88
25497,Far Cry 3,57603447,19.99,0,play,26.0,False,88
25499,Far Cry 3,33622085,19.99,0,play,28.0,False,88
25501,Far Cry 3,103804924,19.99,0,play,2.5,False,88
25503,Far Cry 3,59536273,19.99,0,play,9.9,False,88
25505,Far Cry 3,65064340,19.99,0,play,29.0,False,88
25507,Far Cry 3,51557405,19.99,0,play,70.0,False,88
25510,Far Cry 3,111003065,19.99,0,play,28.0,False,88
25512,Far Cry 3,55367062,19.99,0,play,6.8,False,88
25514,Far Cry 3,199628395,19.99,0,play,1.7,False,88
25518,Far Cry 3,80550861,19.99,0,play,1.4,False,88
25520,Far Cry 3,121497634,19.99,0,play,142.0,False,88
25564,Far Cry 3,118852041,19.99,0,play,6.5,False,88
25569,Far Cry 3,113546110,19.99,0,play,85.0,False,88
25644,Far Cry 3,44314169,19.99,0,play,32.0,False,88
25625,Far Cry 3,205285563,19.99,0,play,32.0,False,88
25611,Far Cry 3,132300630,19.99,0,play,13.9,False,88
25613,Far Cry 3,86041729,19.99,0,play,28.0,False,88
25615,Far Cry 3,112199961,19.99,0,play,8.7,False,88
25617,Far Cry 3,10253354,19.99,0,play,0.1,False,88
25619,Far Cry 3,30519870,19.99,0,play,3.8,False,88
25621,Far Cry 3,11149819,19.99,0,play,2.4,False,88
25623,Far Cry 3,32126281,19.99,0,play,56.0,False,88
25627,Far Cry 3,54310644,19.99,0,play,64.0,False,88
25571,Far Cry 3,10450544,19.99,0,play,18.5,False,88
25629,Far Cry 3,44545959,19.99,0,play,9.9,False,88
25631,Far Cry 3,105243827,19.99,0,play,16.4,False,88
25633,Far Cry 3,122117051,19.99,0,play,27.0,False,88
25636,Far Cry 3,172518437,19.99,0,play,0.5,False,88
25638,Far Cry 3,95279056,19.99,0,play,1.3,False,88
25640,Far Cry 3,56436989,19.99,0,play,38.0,False,88
25642,Far Cry 3,78309377,19.99,0,play,16.8,False,88
25609,Far Cry 3,224070533,19.99,0,play,35.0,False,88
25607,Far Cry 3,110369840,19.99,0,play,80.0,False,88
25605,Far Cry 3,86481908,19.99,0,play,0.1,False,88
25603,Far Cry 3,215586007,19.99,0,play,1.5,False,88
25573,Far Cry 3,197190654,19.99,0,play,32.0,False,88
25575,Far Cry 3,159371621,19.99,0,play,11.3,False,88
25577,Far Cry 3,124725852,19.99,0,play,5.4,False,88
25579,Far Cry 3,10599862,19.99,0,play,78.0,False,88
25581,Far Cry 3,80384872,19.99,0,play,3.0,False,88
25583,Far Cry 3,95699780,19.99,0,play,8.6,False,88
25585,Far Cry 3,82287546,19.99,0,play,8.4,False,88
25587,Far Cry 3,14126086,19.99,0,play,48.0,False,88
25589,Far Cry 3,2753525,19.99,0,play,0.7,False,88
25591,Far Cry 3,40212239,19.99,0,play,1.9,False,88
25593,Far Cry 3,234488787,19.99,0,play,7.6,False,88
25595,Far Cry 3,77127388,19.99,0,play,23.0,False,88
25597,Far Cry 3,165065938,19.99,0,play,1.8,False,88
25599,Far Cry 3,12760368,19.99,0,play,0.8,False,88
25601,Far Cry 3,116876958,19.99,0,play,10.4,False,88
47734,Max Payne 3,154458931,19.99,11,play,6.4,False,87
47691,Max Payne 3,43360645,19.99,11,play,44.0,False,87
47738,Max Payne 3,46055854,19.99,11,play,7.8,False,87
71388,Torchlight II,12144171,19.99,0,play,27.0,False,88
71368,Torchlight II,38179194,19.99,0,play,8.9,False,88
71370,Torchlight II,123449538,19.99,0,play,27.0,False,88
71372,Torchlight II,2753525,19.99,0,play,29.0,False,88
71374,Torchlight II,40212239,19.99,0,play,2.0,False,88
71376,Torchlight II,112626210,19.99,0,play,4.2,False,88
71378,Torchlight II,12760368,19.99,0,play,471.0,False,88
71380,Torchlight II,60611062,19.99,0,play,117.0,False,88
71382,Torchlight II,116876958,19.99,0,play,17.4,False,88
71384,Torchlight II,19085114,19.99,0,play,1.3,False,88
71386,Torchlight II,8259307,19.99,0,play,1.7,False,88
71390,Torchlight II,223589417,19.99,0,play,25.0,False,88
71330,Torchlight II,90272527,19.99,0,play,50.0,False,88
71392,Torchlight II,156379077,19.99,0,play,15.2,False,88
71394,Torchlight II,111551727,19.99,0,play,32.0,False,88
71396,Torchlight II,86481908,19.99,0,play,5.5,False,88
71398,Torchlight II,10218563,19.99,0,play,0.3,False,88
71400,Torchlight II,129925351,19.99,0,play,135.0,False,88
71402,Torchlight II,11149819,19.99,0,play,51.0,False,88
71404,Torchlight II,50700418,19.99,0,play,3.0,False,88
71406,Torchlight II,110478743,19.99,0,play,2.6,False,88
71408,Torchlight II,54310644,19.99,0,play,45.0,False,88
71410,Torchlight II,109165920,19.99,0,play,31.0,False,88
71366,Torchlight II,108160472,19.99,0,play,1.1,False,88
71363,Torchlight II,14962163,19.99,0,play,9.0,False,88
71361,Torchlight II,113580708,19.99,0,play,48.0,False,88
71359,Torchlight II,19696244,19.99,0,play,4.0,False,88
71334,Torchlight II,223858723,19.99,0,play,3.0,False,88
71336,Torchlight II,77194239,19.99,0,play,4.1,False,88
90159,Shift 2 Unleashed,135400225,19.99,0,play,0.5,False,84
90155,Shift 2 Unleashed,88775181,19.99,0,play,31.0,False,84
90153,Shift 2 Unleashed,206908028,19.99,0,play,2.8,False,84
90151,Shift 2 Unleashed,57603447,19.99,0,play,2.5,False,84
90149,Shift 2 Unleashed,157899431,19.99,0,play,49.0,False,84
90145,Shift 2 Unleashed,135066372,19.99,0,play,2.7,False,84
90143,Shift 2 Unleashed,9128105,19.99,0,play,7.4,False,84
90141,Shift 2 Unleashed,186673066,19.99,0,play,1.2,False,84
90139,Shift 2 Unleashed,42061089,19.99,0,play,30.0,False,84
71338,Torchlight II,248549548,19.99,0,play,43.0,False,88
71341,Torchlight II,86287245,19.99,0,play,1.4,False,88
71343,Torchlight II,9563573,19.99,0,play,50.0,False,88
71345,Torchlight II,67244867,19.99,0,play,47.0,False,88
71347,Torchlight II,116515230,19.99,0,play,14.7,False,88
71349,Torchlight II,101695880,19.99,0,play,29.0,False,88
71351,Torchlight II,62990992,19.99,0,play,17.1,False,88
71353,Torchlight II,76892907,19.99,0,play,253.0,False,88
71355,Torchlight II,44321815,19.99,0,play,18.5,False,88
71357,Torchlight II,36557643,19.99,0,play,32.0,False,88
71412,Torchlight II,16154372,19.99,0,play,21.0,False,88
71414,Torchlight II,208900216,19.99,0,play,7.3,False,88
71416,Torchlight II,39361297,19.99,0,play,0.6,False,88
71470,Torchlight II,198735293,19.99,0,play,8.7,False,88
71474,Torchlight II,100993239,19.99,0,play,8.2,False,88
71476,Torchlight II,17495098,19.99,0,play,17.4,False,88
71478,Torchlight II,91807066,19.99,0,play,7.8,False,88
71480,Torchlight II,22865756,19.99,0,play,39.0,False,88
71482,Torchlight II,53097340,19.99,0,play,30.0,False,88
71484,Torchlight II,20772968,19.99,0,play,6.4,False,88
71486,Torchlight II,47384303,19.99,0,play,8.4,False,88
71488,Torchlight II,83148759,19.99,0,play,28.0,False,88
71490,Torchlight II,81943620,19.99,0,play,23.0,False,88
71492,Torchlight II,42657809,19.99,0,play,28.0,False,88
71495,Torchlight II,116564064,19.99,0,play,69.0,False,88
71497,Torchlight II,34901647,19.99,0,play,6.5,False,88
71499,Torchlight II,128470551,19.99,0,play,2.9,False,88
72265,Worms Reloaded,11373749,19.99,5,play,23.0,False,79
72267,Worms Reloaded,9823354,19.99,5,play,3.3,False,79
72270,Worms Reloaded,65229865,19.99,5,play,2.2,False,79
72272,Worms Reloaded,109201849,19.99,5,play,1.5,False,79
72274,Worms Reloaded,12610800,19.99,5,play,0.1,False,79
72276,Worms Reloaded,82174211,19.99,5,play,3.8,False,79
72278,Worms Reloaded,106147454,19.99,5,play,8.0,False,79
72280,Worms Reloaded,77830706,19.99,5,play,47.0,False,79
71472,Torchlight II,71335402,19.99,0,play,116.0,False,88
71468,Torchlight II,86540,19.99,0,play,3.6,False,88
71418,Torchlight II,63441290,19.99,0,play,1.7,False,88
71466,Torchlight II,209623250,19.99,0,play,0.2,False,88
71420,Torchlight II,67579257,19.99,0,play,23.0,False,88
71422,Torchlight II,241776037,19.99,0,play,20.0,False,88
71424,Torchlight II,81170946,19.99,0,play,4.5,False,88
71426,Torchlight II,44314169,19.99,0,play,5.6,False,88
71430,Torchlight II,218317467,19.99,0,play,30.0,False,88
71432,Torchlight II,51822361,19.99,0,play,211.0,False,88
71434,Torchlight II,60608576,19.99,0,play,23.0,False,88
71436,Torchlight II,114030647,19.99,0,play,0.8,False,88
71438,Torchlight II,198081354,19.99,0,play,8.5,False,88
71440,Torchlight II,69954842,19.99,0,play,14.9,False,88
71442,Torchlight II,83599495,19.99,0,play,16.3,False,88
71444,Torchlight II,105503045,19.99,0,play,28.0,False,88
71446,Torchlight II,82263745,19.99,0,play,9.8,False,88
71448,Torchlight II,57770056,19.99,0,play,36.0,False,88
71451,Torchlight II,138581545,19.99,0,play,65.0,False,88
71453,Torchlight II,96836693,19.99,0,play,0.1,False,88
71455,Torchlight II,137755956,19.99,0,play,142.0,False,88
71457,Torchlight II,49050405,19.99,0,play,17.9,False,88
71460,Torchlight II,59332369,19.99,0,play,2.0,False,88
71462,Torchlight II,48525807,19.99,0,play,23.0,False,88
71464,Torchlight II,34281672,19.99,0,play,9.3,False,88
71332,Torchlight II,120514265,19.99,0,play,113.0,False,88
71328,Torchlight II,100769089,19.99,0,play,0.8,False,88
71117,Torchlight II,48028873,19.99,0,play,3.4,False,88
71193,Torchlight II,66615366,19.99,0,play,237.0,False,88
71172,Torchlight II,30440303,19.99,0,play,4.5,False,88
71174,Torchlight II,298950,19.99,0,play,13.6,False,88
71176,Torchlight II,113039667,19.99,0,play,43.0,False,88
71178,Torchlight II,122026623,19.99,0,play,37.0,False,88
71181,Torchlight II,72996988,19.99,0,play,6.6,False,88
71183,Torchlight II,95325409,19.99,0,play,0.4,False,88
71185,Torchlight II,73518199,19.99,0,play,20.0,False,88
71187,Torchlight II,73835640,19.99,0,play,30.0,False,88
71189,Torchlight II,46637811,19.99,0,play,3.2,False,88
71191,Torchlight II,102921672,19.99,0,play,4.7,False,88
71195,Torchlight II,6717871,19.99,0,play,2.0,False,88
71326,Torchlight II,27279261,19.99,0,play,5.6,False,88
71197,Torchlight II,2083767,19.99,0,play,1.5,False,88
71199,Torchlight II,67694595,19.99,0,play,47.0,False,88
71201,Torchlight II,49893565,19.99,0,play,28.0,False,88
71203,Torchlight II,46301758,19.99,0,play,2.1,False,88
71205,Torchlight II,29239329,19.99,0,play,12.7,False,88
71207,Torchlight II,27262175,19.99,0,play,2.8,False,88
71209,Torchlight II,33013552,19.99,0,play,2.5,False,88
71211,Torchlight II,92663477,19.99,0,play,2.3,False,88
71213,Torchlight II,21061921,19.99,0,play,25.0,False,88
71215,Torchlight II,58057627,19.99,0,play,26.0,False,88
71170,Torchlight II,65342306,19.99,0,play,50.0,False,88
71168,Torchlight II,101602586,19.99,0,play,8.8,False,88
71166,Torchlight II,60296891,19.99,0,play,11.7,False,88
71164,Torchlight II,116626402,19.99,0,play,10.1,False,88
71121,Torchlight II,77279068,19.99,0,play,39.0,False,88
71123,Torchlight II,7440594,19.99,0,play,13.8,False,88
71125,Torchlight II,84455820,19.99,0,play,15.1,False,88
71127,Torchlight II,13565651,19.99,0,play,24.0,False,88
71129,Torchlight II,53898495,19.99,0,play,44.0,False,88
71131,Torchlight II,8542204,19.99,0,play,1.0,False,88
71133,Torchlight II,86733992,19.99,0,play,41.0,False,88
71135,Torchlight II,69009454,19.99,0,play,7.0,False,88
71138,Torchlight II,45974860,19.99,0,play,62.0,False,88
71140,Torchlight II,85366890,19.99,0,play,34.0,False,88
71142,Torchlight II,142971534,19.99,0,play,6.0,False,88
71144,Torchlight II,80779496,19.99,0,play,7.4,False,88
71146,Torchlight II,24469287,19.99,0,play,9.4,False,88
71148,Torchlight II,39622853,19.99,0,play,0.4,False,88
71150,Torchlight II,106806146,19.99,0,play,1.7,False,88
71152,Torchlight II,11403772,19.99,0,play,16.1,False,88
71154,Torchlight II,111754806,19.99,0,play,2.0,False,88
71156,Torchlight II,88344296,19.99,0,play,12.1,False,88
71158,Torchlight II,9128105,19.99,0,play,30.0,False,88
71160,Torchlight II,58217836,19.99,0,play,3.7,False,88
71162,Torchlight II,86912006,19.99,0,play,1.5,False,88
71217,Torchlight II,66255019,19.99,0,play,7.3,False,88
71219,Torchlight II,55426012,19.99,0,play,14.8,False,88
71221,Torchlight II,45774794,19.99,0,play,14.7,False,88
71273,Torchlight II,42771635,19.99,0,play,15.8,False,88
71278,Torchlight II,44472980,19.99,0,play,51.0,False,88
71281,Torchlight II,103371488,19.99,0,play,98.0,False,88
71283,Torchlight II,127311699,19.99,0,play,29.0,False,88
71287,Torchlight II,164296368,19.99,0,play,2.8,False,88
71289,Torchlight II,207830797,19.99,0,play,1.0,False,88
71291,Torchlight II,113544961,19.99,0,play,36.0,False,88
71293,Torchlight II,126701146,19.99,0,play,1.0,False,88
71295,Torchlight II,35039277,19.99,0,play,32.0,False,88
71297,Torchlight II,11794760,19.99,0,play,13.7,False,88
71299,Torchlight II,57603447,19.99,0,play,0.2,False,88
71301,Torchlight II,27403206,19.99,0,play,17.5,False,88
71303,Torchlight II,113227222,19.99,0,play,4.0,False,88
71305,Torchlight II,71527252,19.99,0,play,14.1,False,88
71307,Torchlight II,156615447,19.99,0,play,0.7,False,88
71309,Torchlight II,55367062,19.99,0,play,8.1,False,88
71312,Torchlight II,110881546,19.99,0,play,79.0,False,88
71314,Torchlight II,88525821,19.99,0,play,28.0,False,88
71316,Torchlight II,35701646,19.99,0,play,18.0,False,88
71320,Torchlight II,159428605,19.99,0,play,10.5,False,88
71322,Torchlight II,36502549,19.99,0,play,104.0,False,88
71324,Torchlight II,28472068,19.99,0,play,2.9,False,88
71276,Torchlight II,160601937,19.99,0,play,7.0,False,88
71271,Torchlight II,8585433,19.99,0,play,839.0,False,88
71223,Torchlight II,62633395,19.99,0,play,16.9,False,88
71269,Torchlight II,58435428,19.99,0,play,29.0,False,88
